Date,Price,Volume
2019-12-26,126.36,8600871979.92
2019-12-27,127.21,8299390175.94
2019-12-28,128.32,8069298610.13
2019-12-29,134.76,9708776785.73
2019-12-30,132.63,9796951715.72
2019-12-31,129.61,8936866396.64
2020-01-01,130.80,7935230330.48
2020-01-02,127.41,8032709256.08
2020-01-03,134.17,10476845358.08
2020-01-04,135.07,7430904515.09
2020-01-05,136.28,7526675353.24
2020-01-06,144.30,9093747120.54
2020-01-07,143.54,9257954671.54
2020-01-08,141.26,9387194956.59
2020-01-09,138.98,7697325347.90
2020-01-10,143.96,9084816202.77
2020-01-11,142.93,9332208590.19
2020-01-12,145.87,8528167453.25
2020-01-13,144.23,8378529469.80
2020-01-14,165.96,16712318373.02
2020-01-15,166.23,15173694057.16
2020-01-16,164.39,13735193017.91
2020-01-17,170.78,14997091825.88
2020-01-18,175.37,14929342255.53
2020-01-19,166.97,13713374132.18
2020-01-20,167.12,11144529787.09
2020-01-21,169.70,9789369362.47
2020-01-22,168.29,9209827927.92
2020-01-23,162.93,10396868698.01
2020-01-24,163.05,10657671161.82
2020-01-25,161.28,8256956801.64
2020-01-26,168.08,9261861589.62
2020-01-27,170.93,11004476145.22
2020-01-28,176.37,11772875063.66
2020-01-29,175.05,10725267310.60
2020-01-30,184.69,12604789338.04
2020-01-31,180.16,11728616393.89
2020-02-01,183.67,11569697182.49
2020-02-02,188.62,14054425388.91
2020-02-03,189.87,12392875241.40
2020-02-04,189.25,11714191695.06
2020-02-05,204.23,14865434434.93
2020-02-06,212.34,16425589682.52
2020-02-07,222.73,16673443564.30
2020-02-08,223.15,16741203125.07
2020-02-09,228.58,15031356241.50
2020-02-10,223.52,16210008511.50
2020-02-11,235.85,16964695963.49
2020-02-12,265.41,24545049385.87
2020-02-13,268.10,25801317504.31
2020-02-14,284.22,23558253462.75
2020-02-15,264.73,23682452994.32
2020-02-16,259.89,25152366643.37
2020-02-17,266.36,26024080088.85
2020-02-18,281.94,26511477187.14
2020-02-19,259.76,22679414412.72
2020-02-20,257.95,23229828870.12
2020-02-21,265.60,20867593292.24
2020-02-22,262.33,16906032861.61
2020-02-23,273.75,19585998813.87
2020-02-24,265.22,22400845640.30
2020-02-25,247.82,21878882134.05
2020-02-26,225.68,26235617201.08
2020-02-27,226.75,25645522789.77
2020-02-28,226.76,22563530559.10
2020-02-29,219.85,18181296376.35
2020-03-01,218.97,18179807469.10
2020-03-02,230.57,20305587789.06
2020-03-03,224.48,19853178572.35
2020-03-04,224.52,16567075208.06
2020-03-05,229.27,18201291785.30
2020-03-06,243.53,19374772256.23
2020-03-07,237.85,19431652027.37
2020-03-08,200.69,21381823651.37
2020-03-09,201.99,23645428606.11
2020-03-10,200.77,18344930072.19
2020-03-11,194.87,16984790291.26
2020-03-12,112.35,22134741654.73
2020-03-13,133.20,27864623060.66
2020-03-14,123.31,12740784545.45
2020-03-15,125.21,12719251812.55
2020-03-16,110.61,15984904589.63
2020-03-17,113.94,12087490572.29
2020-03-18,114.84,11617854008.68
2020-03-19,136.59,16396753275.29
2020-03-20,132.74,18960388062.17
2020-03-21,132.82,13684083307.75
2020-03-22,123.32,12497707223.58
2020-03-23,134.91,14149877968.15
2020-03-24,138.76,14609068673.49
2020-03-25,136.20,13433092919.86
2020-03-26,138.36,11367261176.01
2020-03-27,133.94,11396286629.30
2020-03-28,130.99,12162403960.39
2020-03-29,125.58,9938133668.53
2020-03-30,132.90,11841123306.42
2020-03-31,133.59,11065246316.98
2020-04-01,135.63,12456564434.67
2020-04-02,142.03,15322861686.06
2020-04-03,142.09,13184603401.92
2020-04-04,145.22,11946658256.70
2020-04-05,143.55,11280993590.85
2020-04-06,169.14,21636382525.10
2020-04-07,165.10,21659346091.32
2020-04-08,172.64,17063110836.15
2020-04-09,170.81,14901696210.11
2020-04-10,158.41,17980944615.71
2020-04-11,158.22,13555089447.11
2020-04-12,161.14,15123721385.94
2020-04-13,156.28,16465282132.79
2020-04-14,157.60,14723156630.06
2020-04-15,153.29,14171753736.53
2020-04-16,172.16,22910469235.60
2020-04-17,171.64,16714684265.88
2020-04-18,186.91,20160323443.00
2020-04-19,181.61,19146038381.45
2020-04-20,172.30,21266681335.16
2020-04-21,172.74,16458767984.09
2020-04-22,182.60,17994666394.65
2020-04-23,185.03,21275740032.23
2020-04-24,189.24,16788555028.05
2020-04-25,195.52,18260969748.15
2020-04-26,197.32,18335367011.64
2020-04-27,197.22,18670194594.83
2020-04-28,198.42,18217507467.02
2020-04-29,216.97,26397548759.26
2020-04-30,207.60,28089191904.00
2020-05-01,214.22,20816320833.53
2020-05-02,215.33,18260876092.17
2020-05-03,210.93,20469034664.13
2020-05-04,208.17,22602446421.77
2020-05-05,206.77,19004689099.18
2020-05-06,204.06,20343543799.04
2020-05-07,212.29,23594744655.39
2020-05-08,212.99,20445139356.33
2020-05-09,211.60,18950547549.21
2020-05-10,188.60,25211575192.67
2020-05-11,185.91,20054601646.79
2020-05-12,189.31,15899726283.76
2020-05-13,199.19,17054662288.59
2020-05-14,202.95,20150524860.65
2020-05-15,195.62,16602342092.13
2020-05-16,200.68,15379081644.71
2020-05-17,207.16,15470397302.69
2020-05-18,214.53,17411566927.50
2020-05-19,213.45,14346192778.71
2020-05-20,210.10,12730175510.56
2020-05-21,199.88,13308321228.85
2020-05-22,207.17,12041592113.60
2020-05-23,208.69,10665476767.64
2020-05-24,202.37,11833299571.97
2020-05-25,205.32,10415044123.56
2020-05-26,201.90,10159741290.35
2020-05-27,208.86,10631034756.45
2020-05-28,219.84,12212469603.99
2020-05-29,220.68,12265816557.43
2020-05-30,242.35,15027397866.51
2020-05-31,230.98,12234904813.34
2020-06-01,246.99,13951727936.45
2020-06-02,237.22,13782107566.71
2020-06-03,244.18,9861760817.13
2020-06-04,244.43,10170414303.53
2020-06-05,241.22,9293963913.73
2020-06-06,241.93,8114873844.80
2020-06-07,245.17,9544883157.42
2020-06-08,246.31,8076783298.95
2020-06-09,244.91,8446545787.73
2020-06-10,247.44,8792990205.55
2020-06-11,231.70,12356528860.48
2020-06-12,237.49,8868955009.12
2020-06-13,238.91,7141624979.75
2020-06-14,234.11,7439385176.17
2020-06-15,229.93,10536099884.12
2020-06-16,234.42,7965648016.42
2020-06-17,233.03,7701391591.87
2020-06-18,232.10,6713800871.61
2020-06-19,227.14,6946372589.53
2020-06-20,229.27,6252830565.73
2020-06-21,228.99,5600408177.54
2020-06-22,242.53,9079586552.42
2020-06-23,244.14,6624530348.24
2020-06-24,235.77,8815030024.65
2020-06-25,232.94,7010426122.50
2020-06-26,229.67,7187490225.51
2020-06-27,222.96,6918380954.97
2020-06-28,225.35,6205925718.19
2020-06-29,228.19,6726164653.26
2020-06-30,226.31,6094093001.39
2020-07-01,231.11,6463737442.75
2020-07-02,229.39,6212210566.42
2020-07-03,225.39,5109032700.31
2020-07-04,229.07,5228310135.25
2020-07-05,227.66,5292172428.83
2020-07-06,241.51,8782917552.85
2020-07-07,239.08,6441497597.21
2020-07-08,246.67,9892586411.25
2020-07-09,243.02,8429099198.82
2020-07-10,240.98,7281370521.99
2020-07-11,239.46,5643067315.96
2020-07-12,242.13,6596394717.64
2020-07-13,239.60,7787751467.57
2020-07-14,240.21,7357458554.76
2020-07-15,238.42,6189328448.08
2020-07-16,233.64,5832057567.03
2020-07-17,232.77,5859850528.65
2020-07-18,235.48,5397402116.74
2020-07-19,238.49,6251377304.56
2020-07-20,236.15,5600686192.18
2020-07-21,245.02,6806696014.68
2020-07-22,262.19,7702077382.79
2020-07-23,274.69,10281309261.80
2020-07-24,279.22,9466060358.16
2020-07-25,304.06,10785021812.57
2020-07-26,309.64,12003973025.70
2020-07-27,321.51,15644257058.49
2020-07-28,316.66,12357108064.57
2020-07-29,318.19,10878845706.02
2020-07-30,334.59,11827689045.34
2020-07-31,345.55,12030600491.53
2020-08-01,385.20,14045259476.54
2020-08-02,370.67,18909744275.06
2020-08-03,386.30,12834648062.11
2020-08-04,389.88,14086704220.96
2020-08-05,401.59,12875466638.43
2020-08-06,394.96,11304626458.11
2020-08-07,379.51,12751687083.91
2020-08-08,393.99,9342060531.02
2020-08-09,391.12,9451065592.33
2020-08-10,395.89,11685827893.45
2020-08-11,380.38,12792218736.97
2020-08-12,391.02,12408772745.18
2020-08-13,428.74,18480303525.53
2020-08-14,437.40,15064589987.09
2020-08-15,433.35,12416067894.22
2020-08-16,433.79,12168816874.50
2020-08-17,429.53,13227089409.92
2020-08-18,423.67,11978984078.57
2020-08-19,406.46,13137391166.85
2020-08-20,416.44,10043032427.16
2020-08-21,389.13,11781796374.00
2020-08-22,395.84,10131847985.29
2020-08-23,391.38,8137303969.58
2020-08-24,408.14,10328860398.43
2020-08-25,384.00,12428442042.19
2020-08-26,386.47,9967343483.08
2020-08-27,382.63,10457777651.66
2020-08-28,395.87,9120674421.41
2020-08-29,399.92,8777703480.50
2020-08-30,428.40,11211948040.29
2020-08-31,435.08,12774741797.13
2020-09-01,477.05,18862763755.96
2020-09-02,440.04,19691854013.51
2020-09-03,385.67,19622845896.34
2020-09-04,388.24,16747106257.37
2020-09-05,335.26,29880047640.49
2020-09-06,353.36,27643678916.89
2020-09-07,352.67,21763614731.58
2020-09-08,337.60,17991403431.61
2020-09-09,351.11,14547933520.42
2020-09-10,368.10,31421134556.34
2020-09-11,374.70,27296269328.61
2020-09-12,387.18,13295405814.40
2020-09-13,365.57,15005899191.10
2020-09-14,377.27,17536695360.62
2020-09-15,364.84,16140584321.19
2020-09-16,365.81,16107612177.06
2020-09-17,389.02,19899531080.50
2020-09-18,384.36,14108357740.49
2020-09-19,385.54,11049507683.59
2020-09-20,371.05,12292195784.11
2020-09-21,341.79,17398267133.30
2020-09-22,344.50,12732578043.01
2020-09-23,321.12,12899346599.43
2020-09-24,349.36,15714304469.55
2020-09-25,352.18,14381086966.40
2020-09-26,355.49,13049148578.63
2020-09-27,357.44,13598126926.22
2020-09-28,355.16,14258455166.17
2020-09-29,359.76,11600013236.40
2020-09-30,359.94,11818610609.91
2020-10-01,353.21,14679481910.90
2020-10-02,346.24,14215390462.62
2020-10-03,346.52,10060167888.73
2020-10-04,352.58,10696959019.87
2020-10-05,353.96,11809507621.82
2020-10-06,340.82,12830796111.97
2020-10-07,341.81,11929918060.02
2020-10-08,350.77,13461017711.46
2020-10-09,365.59,13043501762.91
2020-10-10,370.97,13618484323.70
2020-10-11,375.14,12584512533.00
2020-10-12,387.73,15867455423.69
2020-10-13,381.19,14226744837.67
2020-10-14,379.48,13918846566.59
2020-10-15,377.44,14964182545.50
2020-10-16,366.23,14670784817.43
2020-10-17,368.86,10951115359.49
2020-10-18,378.21,11047103109.42
2020-10-19,379.94,12811242091.79
2020-10-20,369.14,13741586581.76
2020-10-21,392.19,20241324322.32
2020-10-22,413.77,15772846484.71
2020-10-23,409.77,14256222051.85
2020-10-24,412.46,12201739193.97
2020-10-25,406.22,10890207469.02
2020-10-26,393.89,15155684229.20
2020-10-27,404.00,13940434101.86
2020-10-28,388.65,15276441134.25
2020-10-29,386.73,12920477749.40
2020-10-30,382.82,13688056969.67
2020-10-31,386.59,11276963425.95
2020-11-01,396.36,10475146018.40
2020-11-02,383.16,13997574252.23
2020-11-03,387.60,12588494762.18
2020-11-04,402.14,15126077675.48
2020-11-05,414.07,15440711037.68
2020-11-06,454.72,16738305610.45
2020-11-07,435.71,18873289788.27
2020-11-08,453.55,11292383601.23
2020-11-09,444.16,13704320629.67
2020-11-10,449.68,12090381666.30
2020-11-11,462.96,14075403511.08
2020-11-12,461.01,12877327233.68
2020-11-13,474.63,13191505724.74
2020-11-14,460.15,10312037942.27
2020-11-15,447.56,10308617164.81
2020-11-16,459.94,11441239444.33
2020-11-17,480.36,14593057876.60
2020-11-18,479.48,17880199224.07
2020-11-19,471.63,12473929217.90
2020-11-20,509.74,18629943296.20
2020-11-21,549.49,20757099183.91
2020-11-22,558.07,21967049601.05
2020-11-23,608.45,27272302871.86
2020-11-24,603.90,23281758099.84
2020-11-25,570.69,20088492892.58
2020-11-26,518.80,31104004592.48
2020-11-27,517.49,16831105702.97
2020-11-28,538.23,14770243833.19
2020-11-29,575.76,15017517758.17
2020-11-30,614.84,20276867832.97
2020-12-01,587.32,27178964464.90
2020-12-02,598.35,16883292129.41
2020-12-03,616.71,16146190946.43
2020-12-04,569.35,16337589996.90
2020-12-05,596.60,13498010566.22
2020-12-06,601.91,11290893016.09
2020-12-07,591.84,10720480961.53
2020-12-08,554.83,14398919320.07
2020-12-09,573.48,15855915839.91
2020-12-10,559.68,11672582039.83
2020-12-11,545.80,11098819124.36
2020-12-12,568.57,8534557897.35
2020-12-13,589.66,9070377861.78
2020-12-14,586.01,8125837101.54
2020-12-15,589.36,9326645839.95
2020-12-16,636.18,15817248372.94
2020-12-17,642.87,25479532147.20
2020-12-18,654.81,15756303982.87
2020-12-19,659.30,12830893777.76
2020-12-20,638.29,13375855441.56
2020-12-21,609.82,14419493620.66
2020-12-22,634.85,14745890080.16
2020-12-23,583.71,15261413038.26
2020-12-24,611.61,14317413702.73
2020-12-25,626.41,13520927699.53
2020-12-26,635.84,14761125202.37
2020-12-27,682.64,26093552820.75
2020-12-28,730.40,24222565862.36
2020-12-29,731.52,18710683199.36
2020-12-30,751.62,17294574209.51
2020-12-31,737.80,13926846860.64
2021-01-01,730.37,13652004358.41
2021-01-02,774.53,19740771179.24
2021-01-03,975.51,45200463368.21
2021-01-04,1040.23,56945985762.69
2021-01-05,1100.01,41535932781.27
2021-01-06,1207.11,44699914188.33
2021-01-07,1225.68,40468027279.67
2021-01-08,1224.20,44334826666.29
2021-01-09,1281.08,33233105360.85
2021-01-10,1262.25,40616938052.61
2021-01-11,1090.15,60733630300.41
2021-01-12,1043.43,37494601691.60
2021-01-13,1130.74,30109792795.21
2021-01-14,1218.45,33410915928.96
2021-01-15,1171.83,35972039309.64
2021-01-16,1233.54,32319240157.31
2021-01-17,1230.17,29258032819.26
2021-01-18,1257.28,25817455559.91
2021-01-19,1377.30,47195935190.08
2021-01-20,1382.27,46784030909.23
2021-01-21,1121.57,45932464754.21
2021-01-22,1236.51,43918338506.41
2021-01-23,1230.99,27253895441.49
2021-01-24,1391.61,36418163553.77
2021-01-25,1324.41,43565777745.19
2021-01-26,1357.06,41572917750.46
2021-01-27,1253.19,39394416989.54
2021-01-28,1332.49,34637234789.36
2021-01-29,1382.52,53611955258.83
2021-01-30,1376.12,30616574234.27
2021-01-31,1314.99,25198853580.84
2021-02-01,1369.04,29210670919.95
2021-02-02,1515.19,45437142800.95
2021-02-03,1660.91,41874566399.41
2021-02-04,1594.76,44396871835.92
2021-02-05,1718.65,40108628453.57
2021-02-06,1677.85,39873420647.74
2021-02-07,1614.23,39889440150.91
2021-02-08,1746.62,48012285955.92
2021-02-09,1768.04,44180727528.56
2021-02-10,1744.24,41916084617.36
2021-02-11,1783.80,36021495261.76
2021-02-12,1843.53,37905036865.18
2021-02-13,1814.11,35359490534.52
2021-02-14,1805.08,31439114899.57
2021-02-15,1779.79,38955610883.41
2021-02-16,1781.07,34269369268.19
2021-02-17,1848.46,35955412703.36
2021-02-18,1937.45,28255902968.57
2021-02-19,1960.16,26268814252.82
2021-02-20,1919.53,34696091102.23
2021-02-21,1935.60,23626547717.45
2021-02-22,1781.99,42409646035.86
2021-02-23,1570.20,52029864712.80
2021-02-24,1626.58,31329000537.33
2021-02-25,1475.70,24481681872.94
2021-02-26,1446.03,31435997880.72
2021-02-27,1459.97,20742103232.83
2021-02-28,1416.05,27637026080.32
2021-03-01,1564.71,24032838645.35
2021-03-02,1492.61,22523669721.96
2021-03-03,1575.85,22674780680.02
2021-03-04,1541.91,22906118717.50
2021-03-05,1533.27,21067146936.62
2021-03-06,1654.74,22746262366.33
2021-03-07,1723.15,23809935410.13
2021-03-08,1834.73,27630991157.89
2021-03-09,1868.05,23461244507.45
2021-03-10,1799.17,25154173185.07
2021-03-11,1826.19,24013132909.37
2021-03-12,1772.10,22435821312.49
2021-03-13,1924.69,25014689475.38
2021-03-14,1854.56,19344589210.88
2021-03-15,1791.70,26244738809.78
2021-03-16,1806.97,23828509589.87
2021-03-17,1823.45,24512917348.17
2021-03-18,1782.86,23263845503.55
2021-03-19,1817.62,21249297710.05
2021-03-20,1812.63,22677674970.21
2021-03-21,1788.22,22977404620.40
2021-03-22,1691.33,23599296128.83
2021-03-23,1678.65,21998237965.46
2021-03-24,1593.41,31228051472.90
2021-03-25,1595.36,29650328700.52
2021-03-26,1702.84,22548516548.46
2021-03-27,1716.49,18102277710.20
2021-03-28,1691.36,16599472937.88
2021-03-29,1819.68,22796570547.55
2021-03-30,1846.03,22512781703.33
2021-03-31,1918.36,30226902620.88
2021-04-01,1977.28,30914259795.49
2021-04-02,2143.23,34862511022.26
2021-04-03,2028.42,32011518870.67
2021-04-04,2093.12,26006501901.85
2021-04-05,2107.89,28889391170.41
2021-04-06,2118.38,29222865881.10
2021-04-07,1971.08,36116271935.34
2021-04-08,2088.57,25312956528.95
2021-04-09,2072.11,19812472091.89
2021-04-10,2135.94,24986243611.44
2021-04-11,2157.66,19692836132.10
2021-04-12,2139.35,21727936609.45
2021-04-13,2299.19,29456642939.44
2021-04-14,2435.11,35592822986.38
2021-04-15,2519.12,32325606817.20
2021-04-16,2431.95,36196928256.13
2021-04-17,2344.89,32349808977.72
2021-04-18,2237.14,50696368717.74
2021-04-19,2166.19,34060654971.43
2021-04-20,2330.21,39433483315.46
2021-04-21,2364.75,38899067643.43
2021-04-22,2403.54,53575904723.67
2021-04-23,2363.59,55413933925.00
2021-04-24,2211.63,31854226935.79
2021-04-25,2316.06,31814355546.06
2021-04-26,2534.48,35208325408.13
2021-04-27,2662.87,32275969214.68
2021-04-28,2746.38,34269031076.26
2021-04-29,2756.88,32578127989.62
2021-04-30,2773.21,29777179888.68
2021-05-01,2945.89,28726205271.99
2021-05-02,2952.06,28032013046.65
2021-05-03,3431.09,49174290211.70
2021-05-04,3253.63,62402045157.94
2021-05-05,3522.78,48334198382.53
2021-05-06,3490.88,44300394787.61
2021-05-07,3484.73,39607240514.89
2021-05-08,3902.65,50208491286.48
2021-05-09,3928.84,50568290277.97
2021-05-10,3952.29,62691789006.63
2021-05-11,4168.70,52679737865.42
2021-05-12,3785.85,69023382175.45
2021-05-13,3715.15,78398214538.75
2021-05-14,4079.06,48174271215.31
2021-05-15,3638.12,42422321751.05
2021-05-16,3587.51,47359478733.83
